# npts = 3611
# number of variables = 27
density
temperature
ye
velx
pressure
entr
abar
enuc
n
H1
p
He3
He4
C12
N14
O16
Ne20
Mg24
Si28
S32
Ar36
Ca40
Ti44
Cr48
Fe52
Fe54
Ni56
         31948690.698699999601          1299782901.5299999714          6324970705.9300003052         0.46391013704799999307         -5692.8230446699999447      6.8456662069699994671e+26         0.89296710779400001456            53.6819410108000028             477145180260000000      0.00066831326654499996227                              0      9.6971471748500003166e-08                              0      0.00049374176178299997685      2.2047653083500001071e-09                              0      5.2208050362599995552e-10      1.4775685982100000703e-12      1.9781770037699999643e-11      9.3550722895599991643e-10      1.5733181383699999037e-10       1.875970241929999888e-11      4.0466115861099996889e-12      3.3112309758000002021e-14      3.6302584427200002022e-14      4.0476005540100000332e-14      3.7588687130800001758e-06         0.99883408526728578725
         32280655.569499999285          1291532407.3399999142          6319796280.7399997711         0.46391528639399998157         -5749.3437611199997264      6.7894343064899995553e+26         0.89374243566000000083          53.708181817599999874            -528513732437000000      0.00065940712299200003165                              0      9.7024680076999994123e-08                              0      0.00049221525408399999062      2.1807610518099999604e-09                              0      5.1711651038100004463e-10      1.4595411632900000188e-12      1.9627496855700000145e-11       9.331845258530000963e-10      1.5714033372499999119e-10      1.8747917450400001291e-11      4.0514252958199998371e-12      3.3107322817099998634e-14      3.6427458565800001147e-14      4.0794064699199999613e-14       3.783061938500000198e-06         0.99884449370407613067
         32605673.878600001335                  1283378809.25                   6314641104.5         0.46392035164899997346         -5805.1092065399998319       6.733967713570000449e+26         0.89451453023799998299          53.734062281699998209             260182009576000000      0.00065063846943699994718                              0      9.7071691545199997369e-08                              0      0.00049068297466199996878      2.1569928997300000871e-09                              0      5.1219237212499998317e-10      1.4417269212599999966e-12      1.9474141293099999817e-11      9.3084206320099999942e-10      1.5694376541699999501e-10      1.8735381133599999654e-11      4.0560298642899998183e-12      3.3100361144599999705e-14      3.6549839148899998222e-14      4.1110399011699998594e-14      3.8071954424099998739e-06           0.998854770488036392
         32935540.261700000614                     1275050898          6309337920.0500001907         0.46392549727699999851          -5863.783536439999807      6.6774248852200003083e+26         0.89530997841100001811          53.760402116900003477            -417098112027000000       0.0006417290574680000392                              0       9.711500736899999583e-08                              0      0.00048909874021800005262       2.132713559000000169e-09                              0      5.0715318000399998863e-10      1.4235619309799999972e-12      1.9316846681200000337e-11      9.2840660728499997664e-10      1.5673600193600000095e-10      1.8721703080399999267e-11      4.0605758053000002857e-12      3.3091211408600001156e-14      3.6673732000499999049e-14      4.1435427713299996965e-14      3.8320627613900002607e-06         0.99886523925564674187
         33265618.104600001127          1266558855.4400000572          6303885936.8400001526         0.46393071722700002235         -5921.6730483900000763      6.6198810076500003572e+26         0.89612771172700000921          53.787193591700003026            -272738686743000000      0.00063268300879700000751                              0      9.7153212487699996081e-08                              0      0.00048745858808899999049      2.1079193057900000866e-09                              0      5.0199727795899998256e-10      1.4050487358200000473e-12      1.9155543961100000901e-11      9.2587200580800001773e-10       1.565160156999999904e-10      1.8706759290799999636e-11      4.0650350064799997897e-12      3.3079600051699998942e-14      3.6798820883200000958e-14      4.1768910956099999835e-14      3.8576602381799999058e-06         0.99887589985346703081
         33593686.759000003338          1258166784.0999999046          6298454640.3299999237         0.46393584940299997799         -5978.8122858200003975      6.5631277687900000403e+26         0.89694260212599996596          53.813594194300002016            -346153624335000000       0.0006237848317939999462                              0       9.718515923510000392e-08                              0      0.00048581401502399999609      2.0833910681100000291e-09                              0       4.968868688860000341e-10      1.3867701685299998994e-12      1.8995293887000000174e-11       9.233170898519999506e-10      1.5629057055600001157e-10       1.869099921240000018e-11      4.0692638460099999762e-12      3.3065845552299999589e-14       3.692116295069999973e-14      4.2100485730299998548e-14      3.8831958263300000561e-06         0.99888641706948755328
          33918727.26099999994          1249870973.3499999046          6293058659.2899999619         0.46394088254999998888         -6035.2336469399997441      6.5071407494099994945e+26         0.89775705919000003963          53.839507212800000957               7380173961790000       0.0006150642412699999827                              0       9.721457947319999396e-08                              0      0.00048418124083899997945      2.0592466894600001977e-09                              0      4.9184765610900002297e-10      1.3688017166800000721e-12       1.883688178089999842e-11      9.2076421894400004787e-10      1.5606256783900000627e-10      1.8674716599600000694e-11      4.0733045292100001571e-12      3.3050481075199999499e-14      3.7041072868800000653e-14      4.2430151773200003104e-14      3.9086422267399999718e-06         0.99889674499016789522
         34240315.623400002718          1241668865.0199999809          6287687685.1499996185         0.46394582726400002137         -6090.9674102400003903      6.4518968718499993434e+26         0.89856988328099995922          53.865009406299996897             573821591417000000      0.00060649610505699998002                              0      9.7239402162300000063e-08                              0      0.00048255049241700001756      2.0354036206400002054e-09                              0      4.8686213701499998862e-10       1.351087182089999933e-12       1.867978115429999992e-11      9.1819975922999996311e-10      1.5583028132699999978e-10      1.8657740366199998904e-11       4.077133850270000372e-12      3.3033212736000000022e-14      3.7158393367199998265e-14      4.2757933661600001129e-14      3.9340199454000000638e-06         0.99890691850400825658
         34713756.734600000083          1229496913.4100000858          6279627278.7399997711         0.46395312519600001577         -6200.4867389900000489      6.3701130071099993996e+26         0.89978705690200000422           53.90279062959999834             -32193379090000000      0.00059383175546600004691                              0      9.7263091840700000909e-08                              0       0.0004800767405290000075      1.9999012706200001611e-09                              0       4.794204541879999561e-10      1.3247804016799999509e-12      1.8444627668200000021e-11      9.1428741023399998094e-10      1.5546876690700000581e-10      1.8630512549099999832e-11      4.0824519280800002838e-12      3.3003017376000002758e-14      3.7329800338599997516e-14      4.3247881065399997435e-14      3.9721396384200000713e-06         0.99892201850984885247
          35104192.95910000056          1217598424.8499999046           6271661404.279999733          0.4639601979040000046         -6254.3208596399999806       6.290401655249999563e+26         0.90099234230400004897          53.939518843099996559            -177970111537000000      0.00058155164105200003299                              0       9.727501854830000585e-08                              0      0.00047761498097999998845      1.9652103132599998735e-09                              0      4.7212851018400000226e-10      1.2991434023900000448e-12      1.8213399590500000799e-11      9.1036419893399998079e-10      1.5509895520000000382e-10      1.8601830968699998857e-11      4.0872624961999996393e-12      3.2968702109199999471e-14      3.7494422240400001745e-14      4.3730789213300002501e-14      4.0099036911100002271e-06         0.99893672265411925792
          35460138.45910000056          1209520257.0399999619          6266219937.3699998856          0.4639649516670000251          -6310.602106090000234      6.2364210217899997844e+26         0.90182172752400002746          53.964232148000000677            -212237765299000000      0.00057330407233099997966                              0      9.7280370739499997408e-08                              0       0.0004759352968979999759      1.9417907144899998829e-09                              0      4.6719510725800001034e-10      1.2818644004099999346e-12      1.8056475809899999502e-11      9.0766732548200000916e-10      1.5484145557400001249e-10      1.8581472856099999015e-11       4.090346180040000211e-12      3.2943180008900002685e-14      3.7604763939900000231e-14      4.4060824314600001323e-14      4.0357957385699997759e-06         0.99894662404116973953
         35797073.912699997425          1201309035.0099999905          6260630986.5100002289         0.46396976753000002125         -6366.2567337999998927       6.181658265970000021e+26         0.90267004868599998169          53.989359094699999275              89353277758900000      0.00056493528736799997203                              0      9.7276591854400006515e-08                              0      0.00047419066774900001321      1.9178740140699999208e-09                              0      4.6214631526799997904e-10      1.2642603265500000444e-12      1.7895510957100000676e-11      9.0485412208399995526e-10      1.5456849001000000278e-10      1.8559435996599999342e-11       4.093236968189999636e-12      3.2914292781100002365e-14      3.7715041964099999278e-14      4.4398065165399999148e-14      4.0623852446600001333e-06         0.99895671090133009162
